"REF_DATE","GEO","DGUID","Characteristics","Net worth indicators (wealth)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Prairie Region","2016A00014","45 to 54 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059498963","9.9.12","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498964","9.9.13","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498965","9.9.14","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059498966","9.9.15","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498967","9.9.16","766.4","","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498968","9.9.17","172.9","","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059498969","9.10.1","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498970","9.10.2","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498971","9.10.3","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498972","9.10.4","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Real estate as a share of total assets","Percent","239","units ","0","v1059498973","9.10.5","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498974","9.10.6","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059498975","9.10.7","10.9","","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498976","9.10.8","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498977","9.10.9","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059498978","9.10.10","12.2","","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Assets as a share of net worth","Percent","239","units ","0","v1059498979","9.10.11","112.2","","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059498980","9.10.12","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498981","9.10.13","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498982","9.10.14","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059498983","9.10.15","","..","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498984","9.10.16","996.2","","","","1"
"2012","Prairie Region","2016A00014","55 to 64 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498985","9.10.17","121.9","","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Financial assets as a share of total assets","Percent","239","units ","0","v1059498986","9.11.1","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498987","9.11.2","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498988","9.11.3","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498989","9.11.4","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Real estate as a share of total assets","Percent","239","units ","0","v1059498990","9.11.5","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498991","9.11.6","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Liabilities as a share of total assets","Percent","239","units ","0","v1059498992","9.11.7","4.6","","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498993","9.11.8","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498994","9.11.9","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Liabilities as a share of net worth","Percent","239","units ","0","v1059498995","9.11.10","4.8","","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Assets as a share of net worth","Percent","239","units ","0","v1059498996","9.11.11","104.8","","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Financial assets as a share of net worth","Percent","239","units ","0","v1059498997","9.11.12","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498998","9.11.13","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498999","9.11.14","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Real estate as a share of disposable income","Percent","239","units ","0","v1059499000","9.11.15","","..","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Net worth as a share of disposable income","Percent","239","units ","0","v1059499001","9.11.16","1036.7","","","","1"
"2012","Prairie Region","2016A00014","65 years and over","Debt to disposable income ratio","Percent","239","units ","0","v1059499002","9.11.17","49.7","","","","1"
"2012","Manitoba","2016A000246","All households","Financial assets as a share of total assets","Percent","239","units ","0","v116905534","10.1.1","57.4","","","","1"
"2012","Manitoba","2016A000246","All households","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v116905535","10.1.2","25.6","","","","1"
"2012","Manitoba","2016A000246","All households","Other financial assets as a share of total assets","Percent","239","units ","0","v116905536","10.1.3","31.8","","","","1"
"2012","Manitoba","2016A000246","All households","Non-financial assets as a share of total assets","Percent","239","units ","0","v116905537","10.1.4","42.6","","","","1"
"2012","Manitoba","2016A000246","All households","Real estate as a share of total assets","Percent","239","units ","0","v116905538","10.1.5","35.2","","","","1"
"2012","Manitoba","2016A000246","All households","Other non-financial assets as a share of total assets","Percent","239","units ","0","v116905539","10.1.6","7.4","","","","1"
"2012","Manitoba","2016A000246","All households","Liabilities as a share of total assets","Percent","239","units ","0","v116905540","10.1.7","15.6","","","","1"
"2012","Manitoba","2016A000246","All households","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v116905541","10.1.8","9.5","","","","1"
"2012","Manitoba","2016A000246","All households","Other liabilities as a share of total assets","Percent","239","units ","0","v116905542","10.1.9","6.1","","","","1"
"2012","Manitoba","2016A000246","All households","Liabilities as a share of net worth","Percent","239","units ","0","v116905543","10.1.10","18.5","","","","1"
"2012","Manitoba","2016A000246","All households","Assets as a share of net worth","Percent","239","units ","0","v116905544","10.1.11","118.5","","","","1"
"2012","Manitoba","2016A000246","All households","Financial assets as a share of net worth","Percent","239","units ","0","v116905545","10.1.12","68.1","","","","1"
"2012","Manitoba","2016A000246","All households","Financial assets to non-financial assets ratio","Percent","239","units ","0","v116905546","10.1.13","134.9","","","","1"
"2012","Manitoba","2016A000246","All households","Owner's equity as a share of real estate","Percent","239","units ","0","v116905547","10.1.14","72.9","","","","1"
"2012","Manitoba","2016A000246","All households","Real estate as a share of disposable income","Percent","239","units ","0","v116905548","10.1.15","295.4","","","","1"
"2012","Manitoba","2016A000246","All households","Net worth as a share of disposable income","Percent","239","units ","0","v116905549","10.1.16","709.0","","","","1"
"2012","Manitoba","2016A000246","All households","Debt to disposable income ratio","Percent","239","units ","0","v116905550","10.1.17","131.3","","","","1"
"2012","Saskatchewan","2016A000247","All households","Financial assets as a share of total assets","Percent","239","units ","0","v116905551","11.1.1","60.2","","","","1"
"2012","Saskatchewan","2016A000247","All households","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v116905552","11.1.2","21.8","","","","1"
"2012","Saskatchewan","2016A000247","All households","Other financial assets as a share of total assets","Percent","239","units ","0","v116905553","11.1.3","38.4","","","","1"
"2012","Saskatchewan","2016A000247","All households","Non-financial assets as a share of total assets","Percent","239","units ","0","v116905554","11.1.4","39.8","","","","1"
"2012","Saskatchewan","2016A000247","All households","Real estate as a share of total assets","Percent","239","units ","0","v116905555","11.1.5","32.6","","","","1"
"2012","Saskatchewan","2016A000247","All households","Other non-financial assets as a share of total assets","Percent","239","units ","0","v116905556","11.1.6","7.3","","","","1"
